field_id,forecast_step,forecast_ET
39,1,47.00375617635153
39,2,77.87076040606499
39,3,127.2691680578854
39,4,38.22942417620156
39,5,47.48667756573927
39,6,78.35368179545273
39,7,127.75208944727314
39,8,38.7123455655893
39,9,47.96959895512701
39,10,78.83660318484047
39,11,128.23501083666088
39,12,39.19526695497704
40,1,37.12966957215049
40,2,60.06675245035925
40,3,70.44411653560375
40,4,18.70790680944345
40,5,36.82871648773498
40,6,59.76579936594374
40,7,70.14316345118824
40,8,18.40695372502794
40,9,36.52776340331947
40,10,59.464846281528224
40,11,69.84221036677272
40,12,18.10600064061242
41,1,28.353512019228372
41,2,53.97819716615909
41,3,87.55297541376174
41,4,13.912694710196533
41,5,27.90243812432521
41,6,53.527123271255924
41,7,87.10190151885857
41,8,13.461620815293365
41,9,27.451364229422044
41,10,53.07604937635276
41,11,86.65082762395541
41,12,13.010546920390205
42,1,25.15977879574733
42,2,53.484704223944156
42,3,93.19158260658875
42,4,12.607860034082535
42,5,24.80071638052543
42,6,53.12564180872226
42,7,92.83252019136685
42,8,12.248797618860628
42,9,24.441653965303523
42,10,52.76657939350035
42,11,92.47345777614495
42,12,11.889735203638729
43,1,30.52344082281021
43,2,49.96503078384109
43,3,61.499164025547174
43,4,9.648150585787839
43,5,30.12552190389966
43,6,49.56711186493054
43,7,61.101245106636625
43,8,9.250231666877298
43,9,29.72760298498911
43,10,49.16919294602
43,11,60.70332618772608
43,12,8.85231274796675
44,1,36.216044261275485
44,2,46.602299090997185
44,3,45.56987143538183
44,4,11.756924722946543
44,5,36.419015176977084
44,6,46.805270006698784
44,7,45.772842351083426
44,8,11.959895638648135
44,9,36.621986092678675
44,10,47.008240922400375
44,11,45.97581326678502
44,12,12.162866554349733
45,1,32.178701116908684
45,2,56.58586012238939
45,3,112.2100000527115
45,4,15.986146980433105
45,5,32.25852460917076
45,6,56.66568361465148
45,7,112.28982354497359
45,8,16.06597047269519
45,9,32.33834810143286
45,10,56.74550710691356
45,11,112.36964703723567
45,12,16.14579396495727
46,1,51.50111044514145
46,2,70.97329813193382
46,3,92.64745020915926
46,4,34.099127960104184
46,5,52.185285286105895
46,6,71.65747297289826
46,7,93.3316250501237
46,8,34.78330280106863
46,9,52.86946012707034
46,10,72.3416478138627
46,11,94.01579989108815
46,12,35.467477642033074
47,1,50.624013494077616
47,2,79.13975088610134
47,3,113.66056782730467
47,4,35.69081259737822
47,5,50.872774296578044
47,6,79.38851168860177
47,7,113.90932862980512
47,8,35.93957339987866
47,9,51.12153509907847
47,10,79.6372724911022
47,11,114.15808943230554
47,12,36.18833420237909
48,1,31.51845323088969
48,2,45.163333897561245
48,3,49.445737455887404
48,4,10.535063321646057
48,5,31.64193114326747
48,6,45.286811809939024
48,7,49.56921536826518
48,8,10.658541234023836
48,9,31.76540905564525
48,10,45.41028972231682
48,11,49.69269328064297
48,12,10.782019146401623
49,1,40.337063155688185
49,2,61.52461549051326
49,3,72.81856070009756
49,4,21.18851515701503
49,5,40.236957927134
49,6,61.42451026195907
49,7,72.71845547154338
49,8,21.088409928460838
49,9,40.1368526985798
49,10,61.32440503340488
49,11,72.61835024298918
49,12,20.988304699906646
50,1,38.31095521214272
50,2,52.03769470967644
50,3,55.488441332977665
50,4,18.147837229924672
50,5,38.01794525438435
50,6,51.74468475191806
50,7,55.19543137521929
50,8,17.8548272721663
50,9,37.72493529662597
50,10,51.451674794159686
50,11,54.902421417460914
50,12,17.56181731440792
51,1,43.72981896831147
51,2,83.48668712679185
51,3,117.52983664230922
51,4,27.61289119438962
51,5,44.0387881028769
51,6,83.79565626135728
51,7,117.83880577687464
51,8,27.92186032895505
51,9,44.34775723744233
51,10,84.10462539592271
51,11,118.14777491144008
51,12,28.23082946352048
52,1,45.9852523347071
52,2,87.71257345354734
52,3,124.7706971947834
52,4,30.559856574519316
52,5,46.447345166186665
52,6,88.17466628502689
52,7,125.23279002626296
52,8,31.021949405998868
52,9,46.90943799766622
52,10,88.63675911650645
52,11,125.69488285774251
52,12,31.484042237478434
53,1,48.7329417124392
53,2,91.42839975126859
53,3,131.56592230892872
53,4,32.201279055104386
53,5,49.32656181474451
53,6,92.0220198535739
53,7,132.159542411234
53,8,32.79489915740968
53,9,49.9201819170498
53,10,92.61563995587919
53,11,132.7531625135393
53,12,33.38851925971499
54,1,38.88264516195924
54,2,74.922799505669
54,3,102.2594954871957
54,4,19.923955435436525
54,5,39.32628445440713
54,6,75.36643879811689
54,7,102.70313477964359
54,8,20.367594727884416
54,9,39.76992374685502
54,10,75.81007809056479
54,11,103.14677407209149
54,12,20.811234020332314
55,1,39.264140800406565
55,2,70.61021473541614
55,3,94.3146592441166
55,4,22.63289570107124
55,5,39.556565778354475
55,6,70.90263971336405
55,7,94.60708422206451
55,8,22.92532067901916
55,9,39.848990756302385
55,10,71.19506469131196
55,11,94.89950920001243
55,12,23.217745656967068
56,1,47.17785286554037
56,2,87.25094468871372
56,3,125.14445491823678
56,4,30.75017481875043
56,5,47.521012958159076
56,6,87.59410478133242
56,7,125.48761501085548
56,8,31.09333491136912
56,9,47.864173050777765
56,10,87.93726487395111
56,11,125.83077510347418
56,12,31.436495003987822
57,1,39.53505279188633
57,2,74.44164301814703
57,3,108.10101719407228
57,4,24.3622080603729
57,5,39.729765990788124
57,6,74.63635621704884
57,7,108.29573039297408
57,8,24.556921259274695
57,9,39.92447918968992
57,10,74.83106941595062
57,11,108.49044359187587
57,12,24.751634458176483
58,1,27.098752638961287
58,2,44.3365815663568
58,3,63.42603971305124
58,4,8.269844710758335
58,5,26.617106528660834
58,6,43.854935456056346
58,7,62.944393602750786
58,8,7.788198600457882
58,9,26.135460418360374
58,10,43.373289345755886
58,11,62.462747492450326
58,12,7.306552490157422
59,1,38.78980096127086
59,2,53.80987070684306
59,3,72.74986341316006
59,4,20.40979322835183
59,5,38.93702834976619
59,6,53.95709809533839
59,7,72.8970908016554
59,8,20.557020616847154
59,9,39.08425573826152
59,10,54.10432548383372
59,11,73.04431819015072
59,12,20.704248005342485
60,1,42.659896871971576
60,2,67.6352639834768
60,3,110.95802122536955
60,4,29.490273379497363
60,5,42.66820145201599
60,6,67.64356856352121
60,7,110.96632580541397
60,8,29.49857795954178
60,9,42.676506032060416
60,10,67.65187314356564
60,11,110.9746303854584
60,12,29.506882539586197
61,1,46.73239754950004
61,2,76.0437104913806
61,3,133.09150378516418
61,4,35.399083517218536
61,5,46.861963676898334
61,6,76.17327661877889
61,7,133.22106991256246
61,8,35.52864964461683
61,9,46.991529804296626
61,10,76.30284274617718
61,11,133.35063603996076
61,12,35.658215772015105
62,1,33.84969281097786
62,2,51.013269038232814
62,3,64.73408626864499
62,4,17.705337881549028
62,5,33.498507888118596
62,6,50.66208411537355
62,7,64.38290134578573
62,8,17.354152958689767
62,9,33.147322965259335
62,10,50.31089919251429
62,11,64.03171642292646
62,12,17.002968035830506
63,1,39.098508986133766
63,2,72.992197933082
63,3,128.14571353559037
63,4,29.69419912370366
63,5,38.89706117138125
63,6,72.7907501183295
63,7,127.94426572083786
63,8,29.492751308951163
63,9,38.695613356628755
63,10,72.58930230357697
63,11,127.74281790608535
63,12,29.29130349419865
64,1,33.148685336866656
64,2,53.799066726776935
64,3,69.64671480515739
64,4,17.402047849383152
64,5,31.984131055071323
64,6,52.63451244498161
64,7,68.48216052336207
64,8,16.23749356758782
64,9,30.819576773275998
64,10,51.46995816318628
64,11,67.31760624156672
64,12,15.072939285792494
65,1,37.94420222001851
65,2,66.96340575371067
65,3,106.6519871431561
65,4,25.898379053915335
65,5,37.67394386937474
65,6,66.6931474030669
65,7,106.38172879251235
65,8,25.628120703271563
65,9,37.40368551873097
65,10,66.42288905242313
65,11,106.11147044186856
65,12,25.35786235262779
66,1,34.60784967795902
66,2,50.10852055148918
66,3,65.30684062887768
66,4,17.28650279344578
66,5,34.41694243758324
66,6,49.9176133111134
66,7,65.1159333885019
66,8,17.09559555307
66,9,34.22603519720745
66,10,49.72670607073762
66,11,64.92502614812611
66,12,16.904688312694216
67,1,35.49845034361414
67,2,51.36843132719625
67,3,66.6814028856108
67,4,19.346184727816873
67,5,35.27264843887595
67,6,51.14262942245806
67,7,66.4556009808726
67,8,19.120382823078682
67,9,35.04684653413776
67,10,50.91682751771987
67,11,66.22979907613441
67,12,18.89458091834049
68,1,46.771634004910574
68,2,69.78965986088643
68,3,93.69959437072481
68,4,29.213587856408147
68,5,46.86221992371
68,6,69.88024577968585
68,7,93.79018028952423
68,8,29.304173775207573
68,9,46.95280584250942
68,10,69.97083169848528
68,11,93.88076620832365
68,12,29.394759694007
69,1,46.92860608819936
69,2,72.34490657808189
69,3,99.39083702427439
69,4,33.55378966075996
69,5,47.126533246132894
69,6,72.54283373601544
69,7,99.58876418220794
69,8,33.751716818693495
69,9,47.324460404066436
69,10,72.74076089394897
69,11,99.78669134014147
69,12,33.94964397662703
70,1,40.503541297271326
70,2,69.06595537129455
70,3,98.39130751007123
70,4,24.5611304139953
70,5,40.20256561252802
70,6,68.76497968655126
70,7,98.09033182532792
70,8,24.260154729252
70,9,39.90158992778473
70,10,68.46400400180796
70,11,97.78935614058463
70,12,23.95917904450871
71,1,35.84237101314778
71,2,55.328386342509454
71,3,99.21557026295878
71,4,16.268597386790198
71,5,33.48096441420355
71,6,52.96697974356522
71,7,96.85416366401455
71,8,13.907190787845963
71,9,31.119557815259313
71,10,50.60557314462098
71,11,94.49275706507032
71,12,11.545784188901735
72,1,36.773871247201456
72,2,56.66838923800194
72,3,80.41648820369531
72,4,15.749040828186214
72,5,36.803497022848035
72,6,56.69801501364852
72,7,80.44611397934187
72,8,15.778666603832793
72,9,36.833122798494614
72,10,56.7276407892951
72,11,80.47573975498847
72,12,15.808292379479372
73,1,35.92031842378484
73,2,53.90696409506822
73,3,88.94150558180993
73,4,14.62465106773924
73,5,33.412637690237204
73,6,51.39928336152058
73,7,86.4338248482623
73,8,12.116970334191603
73,9,30.904956956689574
73,10,48.89160262797295
73,11,83.92614411471467
73,12,9.609289600643965
74,1,29.306660732331693
74,2,49.590077209902766
74,3,83.78333318695108
74,4,7.481105310073783
74,5,26.058082182397435
74,6,46.34149865996851
74,7,80.53475463701682
74,8,4.232526760139525
74,9,22.809503632463183
74,10,43.09292011003426
74,11,77.28617608708257
74,12,0.9839482102052735
75,1,41.82199115020967
75,2,68.58990060277603
75,3,120.04821584389529
75,4,32.321078762284536
75,5,41.61726217302399
75,6,68.38517162559033
75,7,119.8434868667096
75,8,32.11634978509884
75,9,41.41253319583829
75,10,68.18044264840464
75,11,119.6387578895239
75,12,31.91162080791316
76,1,40.90206840171744
76,2,63.926460598810365
76,3,102.93041490764548
76,4,27.78206129516351
76,5,40.675177458775394
76,6,63.69956965586832
76,7,102.70352396470345
76,8,27.555170352221467
76,9,40.448286515833345
76,10,63.472678712926275
76,11,102.4766330217614
76,12,27.328279409279418
77,1,34.058645403721556
77,2,52.832507429278394
77,3,57.034142510229046
77,4,13.254589709947965
77,5,33.75738616804505
77,6,52.5312481936019
77,7,56.73288327455255
77,8,12.953330474271468
77,9,33.45612693236855
77,10,52.229988957925386
77,11,56.431624038876045
77,12,12.652071238594964
78,1,38.51464172768169
78,2,64.98162025745069
78,3,104.92987273714299
78,4,26.534440690203272
78,5,38.21491206815897
78,6,64.68189059792796
78,7,104.63014307762026
78,8,26.23471103068054
78,9,37.91518240863624
78,10,64.38216093840522
78,11,104.33041341809752
78,12,25.934981371157807
79,1,33.84148432656255
79,2,55.920168988362676
79,3,69.62903278057846
79,4,13.395309891275339
79,5,33.58200555487534
79,6,55.66069021667546
79,7,69.36955400889124
79,8,13.135831119588126
79,9,33.322526783188124
79,10,55.40121144498824
79,11,69.11007523720401
79,12,12.876352347900905
80,1,29.949010909693932
80,2,54.69660050987323
80,3,80.51451488185725
80,4,12.591737224541369
80,5,29.620226983895982
80,6,54.36781658407528
80,7,80.1857309560593
80,8,12.262953298743419
80,9,29.291443058098032
80,10,54.03903265827733
80,11,79.85694703026135
80,12,11.934169372945476
81,1,37.05020224604935
81,2,62.78130278703591
81,3,89.719038031022
81,4,18.93492331207314
81,5,36.813758830855235
81,6,62.544859371841795
81,7,89.48259461582788
81,8,18.698479896879014
81,9,36.577315415661104
81,10,62.30841595664768
81,11,89.24615120063376
81,12,18.462036481684898
82,1,28.454352837823187
82,2,47.32514921311531
82,3,65.9989982237309
82,4,11.226719793303062
82,5,27.593922846265727
82,6,46.46471922155785
82,7,65.13856823217343
82,8,10.366289801745602
82,9,26.73349285470826
82,10,45.60428923000039
82,11,64.27813824061597
82,12,9.505859810188134
83,1,40.95044957236349
83,2,57.713952107347644
83,3,71.70792790786122
83,4,22.627367900829167
83,5,40.811253518023754
83,6,57.5747560530079
83,7,71.56873185352148
83,8,22.488171846489426
83,9,40.67205746368402
83,10,57.43555999866817
83,11,71.42953579918175
83,12,22.34897579214969
84,1,40.95488719255772
84,2,65.14119873499493
84,3,89.60191783563295
84,4,23.344102477057888
84,5,40.747060112741096
84,6,64.93337165517832
84,7,89.39409075581634
84,8,23.13627539724127
84,9,40.53923303292447
84,10,64.7255445753617
84,11,89.18626367599971
84,12,22.928448317424646
85,1,39.604905782119104
85,2,65.11158121284318
85,3,107.73554091905396
85,4,25.623672808243718
85,5,39.125693859484684
85,6,64.63236929020876
85,7,107.25632899641954
85,8,25.1444608856093
85,9,38.646481936850265
85,10,64.15315736757434
85,11,106.77711707378512
85,12,24.66524896297488
86,1,37.66075245218151
86,2,55.37920194459105
86,3,72.87059096656336
86,4,20.011994407896886
86,5,37.20948018912256
86,6,54.9279296815321
86,7,72.4193187035044
86,8,19.560722144837932
86,9,36.758207926063605
86,10,54.476657418473145
86,11,71.96804644044545
86,12,19.10944988177898
87,1,31.764493833961374
87,2,56.546925985148825
87,3,86.92273511410589
87,4,19.815277703668684
87,5,31.468607067550302
87,6,56.251039218737745
87,7,86.62684834769482
87,8,19.519390937257604
87,9,31.17272030113923
87,10,55.95515245232667
87,11,86.33096158128373
87,12,19.22350417084653
88,1,41.667724315202506
88,2,80.856367298206
88,3,112.29068754863184
88,4,25.467982068486926
88,5,42.07375726122416
88,6,81.26240024422763
88,7,112.69672049465348
88,8,25.874015014508572
88,9,42.4797902072458
88,10,81.66843319024929
88,11,113.10275344067512
88,12,26.28004796053021
89,1,40.09723132373132
89,2,68.11399712084523
89,3,80.59519209917414
89,4,15.8328128573364
89,5,40.577704692210375
89,6,68.59447048932428
89,7,81.0756654676532
89,8,16.313286225815453
89,9,41.05817806068943
89,10,69.07494385780332
89,11,81.55613883613225
89,12,16.7937595942945
90,1,40.8201720043828
90,2,75.72304255558763
90,3,99.56303013409806
90,4,19.40304130396069
90,5,41.29754200768332
90,6,76.20041255888813
90,7,100.04040013739859
90,8,19.880411307261205
90,9,41.77491201098384
90,10,76.67778256218867
90,11,100.5177701406991
90,12,20.357781310561727
91,1,48.972727078527356
91,2,91.66186599465334
91,3,132.68227120007145
91,4,32.305578918515025
91,5,49.6044663487973
91,6,92.29360526492329
91,7,133.31401047034143
91,8,32.93731818878497
91,9,50.23620561906725
91,10,92.92534453519323
91,11,133.94574974061135
91,12,33.56905745905492
92,1,44.41250710797571
92,2,87.22248084614192
92,3,123.78245563051627
92,4,29.17250769003003
92,5,44.92068058162047
92,6,87.73065431978668
92,7,124.29062910416104
92,8,29.680681163674805
92,9,45.42885405526525
92,10,88.23882779343144
92,11,124.79880257780579
92,12,30.188854637319565
93,1,43.102420556473426
93,2,83.34270263838246
93,3,116.52597317035637
93,4,25.054143925444016
93,5,43.61567188600808
93,6,83.85595396791709
93,7,117.03922449989102
93,8,25.56739525497867
93,9,44.12892321554272
93,10,84.36920529745174
93,11,117.55247582942567
93,12,26.08064658451331
94,1,41.09651772290756
94,2,80.11126777153127
94,3,110.38631873857824
94,4,25.05136462267901
94,5,41.43579131100961
94,6,80.45054135963332
94,7,110.7255923266803
94,8,25.39063821078105
94,9,41.775064899111655
94,10,80.78981494773535
94,11,111.06486591478233
94,12,25.729911798883094
95,1,36.38639298158126
95,2,63.294957049866596
95,3,84.54634832626485
95,4,20.134859340367424
95,5,36.807005656751
95,6,63.71556972503634
95,7,84.9669610014346
95,8,20.55547201553716
95,9,37.22761833192074
95,10,64.13618240020608
95,11,85.38757367660435
95,12,20.9760846907069
96,1,43.5292810260823
96,2,75.16517292624096
96,3,97.99922155971419
96,4,23.395505044983224
96,5,43.964416382093376
96,6,75.60030828225204
96,7,98.43435691572526
96,8,23.830640400994298
96,9,44.39955173810445
96,10,76.03544363826312
96,11,98.86949227173633
96,12,24.26577575700538
