field_id,n_observations,mean_ET,std_ET,cv_percent,trend_coefficient,trend_percent_per_period,trend_direction,persistence_lag1,persistence_class,seasonality_strength,anomaly_score,anomaly_status,forecast_mean_ET,forecast_trend,forecast_uncertainty,min_ET,max_ET,range_ET
30,100,49.72230769230769,25.520621374416258,51.32630112894868,0.007072465488307099,0.014223928487135055,stable,0.05202421223919338,low,0.7835128664957991,0.4000126516827386,normal,40.46730275281874,-0.5643485150951498,19.943801398345848,9.054945054945055,114.6923076923077,105.63736263736264
31,100,49.9663953488372,22.96503720298426,45.96096444951716,-0.16392390401830892,-0.3280683004525034,stable,0.05689173331174103,low,0.7671904140229622,0.3724620419970956,normal,38.208610707496966,-0.6019816586577793,17.571475607468532,12.86046511627907,121.53488372093024,108.67441860465117
32,100,49.21819672131148,23.72549440217818,48.20472098260569,-0.09055151416781106,-0.1839797477354595,stable,0.024403957337125293,low,0.8172939421165175,0.3239304397955979,normal,41.47003120626071,-0.5767103809421824,19.379066228523744,11.21311475409836,107.47540983606558,96.26229508196722
33,100,58.65226666666668,29.016196959169772,49.47156965659145,-0.07578677867786734,-0.1292137252061881,stable,-0.008909784436441094,low,0.8433702127751106,0.3713650005603053,normal,48.998600973714986,-0.5582961184291623,24.431316591507414,10.16,135.53333333333333,125.37333333333333
34,100,65.79872586872587,34.2561715987495,52.062059175877536,0.05184441996323122,0.0787924375111234,stable,-0.01983919330077851,low,0.8365425702387549,0.08186896677677055,normal,60.83400715277173,-0.024770142628709718,28.531466508634317,15.961389961389962,156.25482625482624,140.2934362934363
35,100,57.26264957264957,32.97678093339391,57.58863967961526,-0.08073992014586141,-0.14099927395679804,stable,0.01054465117844443,low,0.7997611090461242,0.5228957562063695,normal,37.179796294975155,-1.0406955811211336,26.547406256064843,13.273504273504274,147.17094017094018,133.8974358974359
36,100,52.962888888888884,29.928571105959012,56.508569932328115,0.19843464346434664,0.37466733334853336,stable,-0.0190371619350213,low,0.6977451619043142,0.06911270294600157,normal,64.24547284465979,-0.011421877869591443,20.781995403212644,9.422222222222222,154.13333333333333,144.7111111111111
37,100,70.2000358422939,40.532133341936806,57.738052204123136,0.01071748035018497,0.015267058230941722,stable,-0.01323563678069747,low,0.7745398181841752,0.4211942040542316,normal,50.97089196128848,-0.6907425377067912,31.274216570162483,8.684587813620071,190.43010752688173,181.74551971326164
38,100,47.61625000000001,22.62246638410023,47.50997061738425,-0.05112457674338888,-0.10736791902635943,stable,0.09390162533782903,low,0.7633345489393103,0.10992549053066616,normal,43.017019489466605,-0.6222257326944406,17.213337513206568,12.125,114.0,101.875
39,100,74.42695090439275,43.132000985632054,57.95212683244068,0.19005378057185524,0.2553561287442693,stable,-0.017776188700724744,low,0.8105277378788355,0.03591402884750419,normal,73.07619859351361,0.3501160974647831,34.83398036569394,14.11111111111111,185.11627906976744,171.00516795865633
40,100,53.01264150943397,25.34503546551689,47.80941817624116,-0.07483370978607339,-0.1411620090139372,stable,0.05355049261534781,low,0.7988062661681927,0.12817068535798534,normal,46.28615825747372,-0.5381984965427362,20.11089380642619,13.150943396226415,115.81132075471699,102.66037735849058
41,100,63.36097872340426,34.2453203541512,54.0479661838015,-0.03806844514238641,-0.060081845181985324,stable,-0.0051655603008529186,low,0.8205921484310793,0.47614270813768356,normal,45.498270932433265,-0.2031879381548268,27.981366171134294,14.008510638297873,167.46382978723403,153.45531914893616
42,100,67.56992405063292,39.65355044560925,58.685207957160365,0.002192421773822533,0.0032446710642735975,stable,0.01596726045668764,low,0.7838062525343309,0.5548289235547352,normal,45.75191899986879,-0.058834364619757246,30.954444883826625,13.778481012658228,184.06962025316454,170.2911392405063
43,100,50.11960784313725,25.50997369990676,50.898190943047794,-0.0685487372266642,-0.13677029844528282,stable,0.06499477982885642,low,0.7771411172646319,0.4007275405244811,normal,37.51102763558603,-0.6249721091550966,19.71983804161648,9.215686274509803,120.62745098039215,111.41176470588235
44,100,40.403333333333336,19.745867984698364,48.87187852000255,-0.00010334366770034284,-0.0002557800537092884,stable,0.13350622331159984,low,0.7161393286816219,0.21596642131655544,normal,35.23925579335185,-0.7351021685556086,14.037088650683119,6.311111111111111,85.08888888888889,78.77777777777777
45,100,68.45099431818181,45.38406177545675,66.30153765845579,-0.07745716048877586,-0.11315710058020569,stable,-0.007458800524903131,low,0.802988725161224,0.47946222375331204,normal,54.320000560372755,0.09177669953657565,36.455792188592156,14.136363636363637,192.4005681818182,178.26420454545456
46,100,53.41097560975611,31.161797333080127,58.34343405513094,0.16620681580353142,0.31118475913623245,stable,0.009276067502423747,low,0.7030359261344441,0.023989661687972348,normal,62.98942152754912,-0.16716152556620384,21.848038687156187,13.487804878048781,164.1219512195122,150.6341463414634
47,100,66.5472857142857,37.69415218517567,56.64265909658861,0.06041172688697437,0.09078015164487134,stable,-0.005811173616296397,low,0.7948350284958041,0.09088563992704574,normal,70.02754700371591,-0.05215267792536973,29.758606733547584,17.97142857142857,184.4,166.42857142857144
48,100,38.73,21.418295052962982,55.30156223331522,0.09118785407952548,0.2354450144062109,stable,0.17441471689964286,low,0.6735144274990419,0.27336442912574516,normal,34.28912488887388,-0.5877647276784455,15.164787003016091,4.132352941176471,105.34558823529412,101.21323529411765
49,100,53.78096153846153,25.625881554326877,47.648611741536996,-0.016117265572711356,-0.02996834774176559,stable,0.07614730163152984,low,0.7777705453983309,0.1072083193112161,normal,48.86708339727432,-0.5065098985551509,19.828876716940783,10.942307692307692,115.51923076923077,104.57692307692308
50,100,44.80536585365854,19.223407733231088,42.90425346825154,-0.08169948702187341,-0.18234308651494316,stable,0.036001399819036245,low,0.763770751108756,0.17511679043228706,normal,40.703222163422,-0.66387573170138,14.675036893856682,11.317073170731707,97.36585365853658,86.04878048780488
51,100,76.59692307692309,45.689118148195455,59.64876435351297,-0.12038219206536041,-0.15716322174516803,stable,0.14020665916214375,low,0.7696410764348655,0.15490980335263613,normal,68.39877761751596,-0.08094012869425092,35.047912719040724,13.615384615384615,196.92307692307693,183.30769230769232
52,100,78.58454545454546,46.26290350265391,58.870231080503096,-0.09621416687123276,-0.12243395481225318,stable,0.1068471163316428,low,0.7986101047154497,0.09958892283983956,normal,72.71918772086885,0.006712414673814193,36.83065656420293,12.636363636363637,198.8181818181818,186.1818181818182
53,100,79.29875,48.108958024337845,60.6679903836288,-0.0789318931893194,-0.09953737377867797,stable,0.08285619869326617,low,0.8071153018464087,0.03836343740943869,normal,76.57575580924052,0.033633882183592166,38.69226693194009,12.4375,198.8125,186.375
54,100,66.786,39.36030746831127,58.93496761044421,-0.0775145514551454,-0.11606407249295571,stable,0.09870659532969683,low,0.8122814328536703,0.16605561339331745,normal,59.44086319001301,-0.21057763943166943,31.847643279214275,11.4,150.4,139.0
55,100,64.75200000000001,35.50251957255992,54.828452515072755,-0.07010381038103877,-0.10826508892549846,stable,0.11504062080424848,low,0.7835548180378261,0.1845502820330555,normal,56.99790259820055,-0.2092750831442286,27.718050789791498,14.2,145.4,131.20000000000002
56,100,78.33866666666667,46.41314629857939,59.24679123793196,-0.11636363636363661,-0.14853920970951331,stable,0.09136874658474431,low,0.7924419569862031,0.0744472979940837,normal,72.92401691542901,-0.04267946085644427,36.652339329524644,12.133333333333333,196.0,183.86666666666667
57,100,70.08999999999999,39.44426872657357,56.27659969549661,-0.09201463003443261,-0.13128068202943732,stable,0.07304552079219337,low,0.8239402952998606,0.21355024710240178,normal,61.80469346502144,-0.08082459904241131,32.40705225274311,15.476190476190476,161.1904761904762,145.71428571428572
58,100,48.47666666666666,24.574353262529716,50.6931580743926,-0.11756175617561784,-0.2425120460199777,stable,-0.08454718100956268,low,0.8348096284185046,0.3641556216469752,normal,35.301158546981455,-0.5000599579474547,20.434712436824416,10.222222222222221,106.88888888888889,96.66666666666666
59,100,46.73,23.290601108601727,49.84078987503045,0.051191119111911355,0.10954658487462307,stable,-0.07048527938031693,low,0.8267886339639294,0.09037980557842169,normal,46.58705946590178,-0.34677461053712777,19.252784988536867,7.0,117.0,110.0
60,100,62.57790000000001,37.19834886913666,59.44326810125724,0.002645484548454482,0.004227506113906798,stable,-0.06896912078649821,low,0.8372574270410293,0.3206567055425554,normal,62.69416844512323,0.04186417278410603,31.05513042700667,13.06,156.63,143.57
61,100,71.13228070175438,46.37597646451419,65.19680798505648,0.035799650140452194,0.05032827541486273,stable,-0.04667915168944956,low,0.8179123633922356,0.30353485186387424,normal,72.94623996321413,0.27075449560947124,37.82849188105699,12.964912280701755,193.53216374269005,180.5672514619883
62,100,46.39135593220339,24.068341972217006,51.881091829673245,-0.0928942724780958,-0.2002404771566756,stable,0.05567884477925749,low,0.7400356342420639,0.09782172707944704,normal,41.47441157699191,-0.44270132075739566,17.71258752903008,13.101694915254237,151.8135593220339,138.71186440677968
63,100,70.10148571428572,45.52983522111671,64.94845973262784,-0.046245150229308966,-0.06596885894514622,stable,-0.06661097608048287,low,0.850492069403994,0.24787639519804577,normal,67.28120707987495,0.23751432832690536,38.54898537337719,12.09142857142857,188.14857142857142,176.05714285714285
64,100,47.52823529411766,26.625811093341667,56.02103871219687,-0.10758087573463279,-0.22635150467694215,stable,0.0769130834689725,low,0.7503531411744419,0.06171955954965342,normal,42.33457439775071,-0.5898890461087783,19.884609544945747,10.450980392156863,170.47058823529412,160.01960784313727
65,100,62.87765957446809,37.02021677071892,58.87658195495437,-0.0669365659970256,-0.10645524412013208,stable,-0.04272731481311984,low,0.8450689700617549,0.20639958685633966,normal,59.094235192056395,-0.023227967719554248,31.116133232343174,13.925531914893616,174.40425531914894,160.47872340425533
66,100,44.75491525423728,21.688915539565137,48.461527446444414,-0.02493910407989969,-0.05572372093261538,stable,-0.03633530550396202,low,0.8257477864772846,0.11803264185016615,normal,41.63652117256713,-0.42837491298078034,17.848920279555262,8.830508474576272,100.23728813559322,91.40677966101694
67,100,46.15903846153846,22.192302335521287,48.07791296175459,-0.06133709524798652,-0.13288209046879307,stable,-0.042728454307334046,low,0.8010858867473015,0.144913379866587,normal,42.99781541632132,-0.3981916005950192,17.653269207584323,11.288461538461538,103.42307692307692,92.13461538461539
68,100,58.691,30.482446079670183,51.93717278572555,0.018297629762976244,0.03117621059954038,stable,-0.04106280466041958,low,0.800423015461913,0.03538101887168743,normal,59.95920494203191,-0.2814514440693802,24.26028533854581,15.1,177.7,162.6
69,100,60.48148148148148,31.14319817981032,51.492121913954605,0.047445633452233966,0.07844654643051543,stable,-0.05636056952346041,low,0.8142223367784777,0.11862765099184634,normal,63.252461995762445,-0.0928958685336719,25.184726893447678,9.777777777777779,165.25925925925927,155.4814814814815
70,100,62.04314285714287,33.984713609239684,54.775938232998634,-0.07790476190476255,-0.12556546673359498,stable,-0.06100706270099328,low,0.8332714994118366,0.1797110501401463,normal,57.829507963414805,-0.2614268718766589,28.188519900320873,10.057142857142857,171.94285714285715,161.8857142857143
71,100,63.82333333333334,38.50349060655266,60.32823513848539,-0.07865519885321912,-0.12323893902943402,stable,-0.016356021085113217,low,0.7970471089078848,0.4960877782821182,normal,49.30232465240732,-0.6840294867423111,30.792076934395645,14.555555555555555,177.66666666666666,163.11111111111111
72,100,56.349104477611945,28.56924210654203,50.700436806219116,-0.016765945251241438,-0.029753703109696647,stable,-0.018248574531543965,low,0.8406800078749643,0.24535310431636778,normal,47.43157315491781,-0.4058850602541109,23.93058548420382,14.238805970149254,131.98507462686567,117.74626865671641
73,100,60.95125,33.86902112827443,55.56739382420284,-0.06658040804080427,-0.10923550877267368,stable,-0.014481836061010129,low,0.8027081620595615,0.47742743844760877,normal,45.84067905855292,-0.8638075129064094,27.32771277953687,12.375,157.875,145.5
74,100,60.269333333333314,34.16343628793801,56.68460956584558,-0.07418561856185717,-0.12309015955354387,stable,-0.018406277823000187,low,0.8207301646817429,0.43804629430530545,normal,39.29171555988058,-1.0551023009264615,28.209508677611307,14.383333333333333,156.59166666666667,142.20833333333334
75,100,68.3568181818182,39.565387022075384,57.88067390269364,-0.04766876687668838,-0.06973520439453032,stable,-0.10449483024859232,low,0.8629581269161247,0.2706681702144306,normal,65.49056761260569,0.19497929962289523,34.082632903682885,15.0,171.5909090909091,156.5909090909091
76,100,61.83483870967743,33.734055170581264,54.55509527398789,-0.05669134655401039,-0.0916818863556572,stable,-0.10133994105437817,low,0.8465895441443343,0.2748060538161928,normal,58.65836035789215,-0.054507767065631645,28.532134527210506,12.258064516129032,152.80645161290323,140.5483870967742
77,100,47.678775510204076,23.346701800566994,48.966655604589505,-0.09529981569585569,-0.19987890770277833,stable,0.10737486646150354,low,0.7467193970118405,0.2904400109468965,normal,38.99371202761774,-0.678014640155266,17.347230909646946,11.10204081632653,114.71428571428571,103.61224489795917
78,100,62.6363063063063,34.013194579378805,54.30268255769468,-0.07420736668261478,-0.11847340793009611,stable,-0.10561357852659954,low,0.8866007111319243,0.27377557730574237,normal,58.44041419359693,-0.025034091285605665,30.078916628510346,13.135135135135135,155.72072072072072,142.5855855855856
79,100,55.9404,27.656505343951174,49.43923415626484,-0.054892769276927836,-0.09812723769749206,stable,0.08668222339155672,low,0.7778375306256682,0.4570497914612561,normal,42.93702022500754,-0.5576769927584571,21.426486742403657,12.8,143.16,130.35999999999999
80,100,59.01448275862068,31.923074966846197,54.0936283342803,-0.013584117032392923,-0.023018276865958958,stable,0.027562759420564933,low,0.8079399647307218,0.3760872685803055,normal,44.109181955693494,-0.3489646549003133,25.64740401928098,11.379310344827585,154.44827586206895,143.06896551724137
81,100,63.90392857142856,31.99091376700514,50.06095005762803,-0.015177017701770703,-0.023749741277340412,stable,0.008070818860608384,low,0.8388991587613449,0.38605827994807285,normal,51.88492317885098,-0.34040798337849815,26.72006844553475,12.071428571428571,156.42857142857142,144.35714285714283
82,100,54.563076923076935,27.922713241963063,51.17510744734671,-0.25568464538761526,-0.46860378814061315,stable,0.09005291685833211,low,0.7368177391360379,0.3820848662304317,normal,37.390875025435655,-0.5387925518479423,20.497267163525905,12.576923076923077,147.15384615384616,134.5769230769231
83,100,50.05574468085106,22.597783652044473,45.145235169559484,-0.041257572565767335,-0.0824232519740147,stable,-0.05268452656491937,low,0.8146510641214698,0.19100912926621857,normal,48.11072831776064,-0.460959283636401,18.3690987220628,10.297872340425531,114.29787234042553,104.0
84,100,58.61931034482758,28.325378812982002,48.32090081981212,-0.04491635370433666,-0.07662381805605797,stable,-0.06776758942537277,low,0.8830430678066784,0.1548629500456142,normal,54.55269948024426,-0.3441113225379274,24.99691711116535,13.03448275862069,132.24137931034483,119.20689655172413
85,100,65.74866666666667,36.31640444145807,55.2351953014886,-0.11952275227522836,-0.18178734008582437,stable,-0.07768349938208614,low,0.8597004333671795,0.3175424488563989,normal,59.039713257930565,-0.10010063180016836,31.233749858653017,11.866666666666667,158.9,147.03333333333333
86,100,52.34714285714284,24.21619149685278,46.260770263889285,-0.11796879687968807,-0.22535861642273197,stable,-0.03857818553394475,low,0.8127787589472144,0.2550979166481579,normal,46.029362679749255,-0.47288839219726153,19.713806014336207,12.678571428571429,127.78571428571429,115.10714285714286
87,100,55.990645161290324,30.407916056464348,54.30892244386417,-0.048148621313744915,-0.08599404628227597,stable,-0.04378148022119952,low,0.8454739769578064,0.21663501512588237,normal,48.46647139281012,-0.12360933858766256,25.70947387656104,9.129032258064516,153.96774193548387,144.83870967741936
88,100,74.64857142857143,44.113209738913675,59.09451298893783,-0.12607089280356654,-0.1688858746937968,stable,0.14879419363647398,low,0.7710545309537271,0.19119637324521338,normal,65.47672325365345,-0.08919094728593074,33.89479564998552,15.428571428571429,193.0,177.57142857142858
89,100,58.29870967741935,31.238972371015766,53.584328956624326,-0.10041946130096918,-0.17224988658687987,stable,0.10471189881134785,low,0.8089058990847247,0.17555614452527415,normal,51.64028171875083,-0.5251254744052725,25.124087877773036,9.193548387096774,126.03225806451613,116.83870967741936
90,100,65.90285714285716,38.01624722485407,57.68527932324166,-0.08049719257640059,-0.12214522414697043,stable,0.09524513586344296,low,0.8169835242421775,0.14024079073073353,normal,59.35469150280781,-0.3170717949546621,30.919218681498688,9.857142857142858,148.0,138.14285714285714
91,100,79.00666666666666,48.217870246529046,61.03012857125438,-0.06838183818381859,-0.08655198487530831,stable,0.07453168489850236,low,0.8125164316669252,0.02217366012227851,normal,77.03735006821172,0.04716152263433986,39.04566557759044,11.75,197.33333333333334,185.58333333333334
92,100,78.635,47.05225047752764,59.83626944430297,-0.10181218121812215,-0.1294743831857597,stable,0.11993036525990498,low,0.790783602315151,0.1357002042452679,normal,71.65566129231074,0.01763297868838479,37.10185988779108,12.5,201.0,188.5
93,100,73.82400000000001,44.711048120123515,60.56438031009361,-0.10551935193519338,-0.14293366917966158,stable,0.10943995648276515,low,0.7979729750706093,0.11572083897696218,normal,67.5195614021987,-0.1050230524235115,35.53574751437791,11.8,179.6,167.79999999999998
94,100,73.97,43.974186746317436,59.44867749941521,-0.1272757275727579,-0.1720639821180991,stable,0.16176315555592732,low,0.7613363825352397,0.19900879692181828,normal,64.50064080202607,-0.1114255781901547,33.36552115145033,16.0,191.625,175.625
95,100,57.80142857142856,31.549914421437027,54.58327795903691,-0.041912476961981894,-0.07251114375172965,stable,0.12559754880185964,low,0.7857952525057457,0.20991680213107444,normal,51.51125209968978,-0.1943720899680594,24.714250870120964,10.142857142857142,130.0,119.85714285714286
96,100,66.75,37.08952558557827,55.56483233794498,-0.08980712356949996,-0.13454250722022468,stable,0.13583181192529997,low,0.7769326909609128,0.1624929307973986,normal,60.457430495266244,-0.2966894235830859,28.660076191622927,13.035714285714286,145.96428571428572,132.92857142857144
97,100,78.684,46.54710457160574,59.15701358803028,-0.10747794779477954,-0.13659441283460366,stable,0.10899228027649305,low,0.7945155265852698,0.0984808838742742,normal,72.41103374011463,-0.039480984071850606,36.865716493450755,11.4,200.0,188.6
98,100,70.33800000000001,41.96679349199793,59.664467986007466,-0.12419921992199273,-0.1765748527424617,stable,0.1193039459950147,low,0.7624193962771871,0.15698125712788077,normal,61.213564655989835,-0.1264502176567306,31.87754210260131,11.8,177.2,165.39999999999998
99,100,72.98,45.12205225829162,61.82796966058045,-0.1675247524752478,-0.22954885239140557,stable,0.17378021490921014,low,0.7374624296490151,0.22117788310849895,normal,62.6551420000711,-0.1263524666617821,33.16402749664421,14.0,200.0,186.0
100,100,77.07285714285713,46.32150509961737,60.10093152996638,-0.11817410312459853,-0.15332778296457708,stable,0.11911558649220705,low,0.7816834229881019,0.1314878321120139,normal,70.00249220835313,-0.041966936633058366,36.074686186545264,13.857142857142858,199.85714285714286,186.0
101,100,73.84,45.56258772282364,61.70447958128879,-0.1501530153015311,-0.20334915398365533,stable,0.16619167202678245,low,0.7431045513753699,0.21871014132518732,normal,63.71879207136235,-0.11391436755108258,33.74283261435298,15.0,199.5,184.5
102,100,53.69940425531915,25.265304943117528,47.049506960991835,-0.006747151310876,-0.01256466697246025,stable,-0.044171868014479886,low,0.8930467453045376,0.22404536501060895,normal,47.57198300131745,-0.39877842282791864,22.491781508302058,14.676595744680851,107.18297872340426,92.50638297872341
103,100,58.958888888888886,32.50706155002762,55.13513256888013,-0.12430909757642411,-0.2108402989253938,stable,-0.05411803147078272,low,0.826950274042975,0.27559823809670897,normal,52.17239458341552,-0.3395416399915168,26.815006041390085,8.11111111111111,160.55555555555554,152.44444444444443
104,100,61.38999999999999,34.14419765250508,55.6185008185455,-0.048671867186718586,-0.07928305454751358,stable,-0.04205419985051481,low,0.818004613498789,0.08525118566140216,normal,58.75084454107341,-0.15512554581401627,27.780045578601197,8.166666666666666,168.66666666666666,160.5
105,100,62.191111111111105,31.83895075509218,51.19533995494705,-0.024781144781145143,-0.03984676320844464,stable,-0.028130819369599075,low,0.8385641418955149,0.27384347417587007,normal,55.206718177349956,-0.17226481345331812,26.514251279457028,11.0,152.55555555555554,141.55555555555554
