field_id,n_observations,years_covered,mean_ET,std_ET,cv_percent,trend_coefficient,trend_percent_per_period,trend_direction,persistence_lag1,persistence_class,yearly_variability,yearly_cv_percent,min_ET,max_ET,range_ET
42,100,25,67.56992405063292,39.65355044560925,58.685207957160365,0.0021924217738224336,0.0032446710642734505,stable,0.015967260456687667,low,16.334800981129035,24.174662337771316,13.778481012658228,184.06962025316454,170.2911392405063
43,100,25,50.11960784313725,25.50997369990676,50.898190943047794,-0.06854873722666399,-0.1367702984452824,stable,0.06499477982885644,low,11.704830806383942,23.353795670184308,9.215686274509803,120.62745098039215,111.41176470588235
44,100,25,40.403333333333336,19.745867984698364,48.87187852000255,-0.00010334366770034284,-0.0002557800537092884,stable,0.13350622331159986,low,10.518422404360038,26.033551037934256,6.311111111111111,85.08888888888889,78.77777777777777
45,100,25,68.45099431818181,45.38406177545675,66.30153765845579,-0.07745716048877596,-0.11315710058020581,stable,-0.007458800524903083,low,18.73471587044887,27.369530650444606,14.136363636363637,192.4005681818182,178.26420454545456
46,100,25,53.41097560975611,31.161797333080127,58.34343405513094,0.1662068158035311,0.3111847591362319,stable,0.009276067502423779,low,13.105920822997494,24.537879477722093,13.487804878048781,164.1219512195122,150.6341463414634
47,100,25,66.5472857142857,37.69415218517567,56.64265909658861,0.06041172688697437,0.09078015164487134,stable,-0.005811173616296379,low,14.10967963737617,21.202487052521874,17.97142857142857,184.4,166.42857142857144
48,100,25,38.73,21.418295052962982,55.30156223331522,0.09118785407952533,0.23544501440621052,stable,0.17441471689964289,low,11.640571728878825,30.0556977249647,4.132352941176471,105.34558823529412,101.21323529411765
49,100,25,53.78096153846153,25.625881554326877,47.648611741536996,-0.016117265572711852,-0.02996834774176651,stable,0.07614730163152986,low,11.6143834005576,21.59571541362561,10.942307692307692,115.51923076923077,104.57692307692308
50,100,25,44.80536585365854,19.223407733231088,42.90425346825154,-0.08169948702187341,-0.18234308651494316,stable,0.03600139981903625,low,8.202840608664781,18.307719292944878,11.317073170731707,97.36585365853658,86.04878048780488
51,100,25,76.59692307692309,45.689118148195455,59.64876435351297,-0.1203821920653607,-0.1571632217451684,stable,0.14020665916214373,low,23.189251922684523,30.274390916977868,13.615384615384615,196.92307692307693,183.30769230769232
52,100,25,78.58454545454546,46.26290350265391,58.870231080503096,-0.09621416687123266,-0.12243395481225305,stable,0.10684711633164284,low,22.102733947045653,28.126056871869583,12.636363636363637,198.8181818181818,186.1818181818182
53,100,25,79.29875,48.108958024337845,60.6679903836288,-0.0789318931893197,-0.09953737377867836,stable,0.0828561986932661,low,21.995955469841494,27.738085997372586,12.4375,198.8125,186.375
54,100,25,66.786,39.36030746831127,58.93496761044421,-0.07751455145514549,-0.11606407249295586,stable,0.09870659532969685,low,18.29717202192732,27.396717907835956,11.4,150.4,139.0
55,100,25,64.75200000000001,35.50251957255992,54.828452515072755,-0.07010381038103866,-0.10826508892549828,stable,0.1150406208042485,low,17.02542498735347,26.29328049690121,14.2,145.4,131.20000000000002
56,100,25,78.33866666666667,46.41314629857939,59.24679123793196,-0.1163636363636364,-0.14853920970951306,stable,0.09136874658474428,low,21.782250021519815,27.805234564693233,12.133333333333333,196.0,183.86666666666667
57,100,25,70.08999999999999,39.44426872657357,56.27659969549661,-0.09201463003443251,-0.13128068202943718,stable,0.07304552079219331,low,17.610601283063005,25.125697364906557,15.476190476190476,161.1904761904762,145.71428571428572
58,100,25,48.47666666666666,24.574353262529716,50.6931580743926,-0.11756175617561775,-0.24251204601997753,stable,-0.0845471810095627,low,8.59783090647265,17.73601919783948,10.222222222222221,106.88888888888889,96.66666666666666
